INVS_PLN_ARR_PRD_SEQ_NUM,INVST_PLAN_ARR_SEQ_NUM,PROD_ALT_NUM,PROD_CDE_ALT_CLASS_CDE,CTRY_PROD_TRADE_CDE,ASET_CLASS_CDE,LAST_INGESTION_TIMESTAMP,PRM_LNE_OF_BUS_CDE_FILTER,CTRY_CDE_FILTER,ENTITY_CDE_FILTER
17894578433,7898079863,107183,159191,45984195107, qydt448,Current_timestamp  , 147kc291,  SAP15673, 57SAT245
17894578434,7898079864,107184,159192,45984195108, qydt449,Current_timestamp  , 147kc292,  SAP15674, 57SAT246
17894578435,7898079865,107185,159193,45984195109, qydt450,Current_timestamp  , 147kc293,  SAP15675, 57SAT247
17894578436,7898079866,107186,159194,45984195110, qydt451,Current_timestamp  , 147kc294,  SAP15676, 57SAT248
17894578437,7898079867,107187,159195,45984195111, qydt452,Current_timestamp  , 147kc295,  SAP15677, 57SAT249
17894578438,7898079868,107188,159196,45984195112, qydt453,Current_timestamp  , 147kc296,  SAP15678, 57SAT250
17894578439,7898079869,107189,159197,45984195113, qydt454,Current_timestamp  , 147kc297,  SAP15679, 57SAT251
17894578440,7898079870,107190,159198,45984195114, qydt455,Current_timestamp  , 147kc298,  SAP15680, 57SAT252
17894578441,7898079871,107191,159199,45984195115, qydt456,Current_timestamp  , 147kc299,  SAP15681, 57SAT253
17894578442,7898079872,107192,159200,45984195116, qydt457,Current_timestamp  , 147kc300,  SAP15682, 57SAT254
17894578443,7898079873,107193,159201,45984195117, qydt458,Current_timestamp  , 147kc301,  SAP15683, 57SAT255
17894578444,7898079874,107194,159202,45984195118, qydt459,Current_timestamp  , 147kc302,  SAP15684, 57SAT256
17894578445,7898079875,107195,159203,45984195119, qydt460,Current_timestamp  , 147kc303,  SAP15685, 57SAT257
17894578446,7898079876,107196,159204,45984195120, qydt461,Current_timestamp  , 147kc304,  SAP15686, 57SAT258
17894578447,7898079877,107197,159205,45984195121, qydt462,Current_timestamp  , 147kc305,  SAP15687, 57SAT259
17894578448,7898079878,107198,159206,45984195122, qydt463,Current_timestamp  , 147kc306,  SAP15688, 57SAT260
17894578449,7898079879,107199,159207,45984195123, qydt464,Current_timestamp  , 147kc307,  SAP15689, 57SAT261
17894578450,7898079880,107200,159208,45984195124, qydt465,Current_timestamp  , 147kc308,  SAP15690, 57SAT262
17894578451,7898079881,107201,159209,45984195125, qydt466,Current_timestamp  , 147kc309,  SAP15691, 57SAT263
17894578452,7898079882,107202,159210,45984195126, qydt467,Current_timestamp  , 147kc310,  SAP15692, 57SAT264
17894578453,7898079883,107203,159211,45984195127, qydt468,Current_timestamp  , 147kc311,  SAP15693, 57SAT265
17894578454,7898079884,107204,159212,45984195128, qydt469,Current_timestamp  , 147kc312,  SAP15694, 57SAT266
17894578455,7898079885,107205,159213,45984195129, qydt470,Current_timestamp  , 147kc313,  SAP15695, 57SAT267
17894578456,7898079886,107206,159214,45984195130, qydt471,Current_timestamp  , 147kc314,  SAP15696, 57SAT268
17894578457,7898079887,107207,159215,45984195131, qydt472,Current_timestamp  , 147kc315,  SAP15697, 57SAT269
17894578458,7898079888,107208,159216,45984195132, qydt473,Current_timestamp  , 147kc316,  SAP15698, 57SAT270
17894578459,7898079889,107209,159217,45984195133, qydt474,Current_timestamp  , 147kc317,  SAP15699, 57SAT271
17894578460,7898079890,107210,159218,45984195134, qydt475,Current_timestamp  , 147kc318,  SAP15700, 57SAT272
17894578461,7898079891,107211,159219,45984195135, qydt476,Current_timestamp  , 147kc319,  SAP15701, 57SAT273
17894578462,7898079892,107212,159220,45984195136, qydt477,Current_timestamp  , 147kc320,  SAP15702, 57SAT274
17894578463,7898079893,107213,159221,45984195137, qydt478,Current_timestamp  , 147kc321,  SAP15703, 57SAT275
17894578464,7898079894,107214,159222,45984195138, qydt479,Current_timestamp  , 147kc322,  SAP15704, 57SAT276
17894578465,7898079895,107215,159223,45984195139, qydt480,Current_timestamp  , 147kc323,  SAP15705, 57SAT277
17894578466,7898079896,107216,159224,45984195140, qydt481,Current_timestamp  , 147kc324,  SAP15706, 57SAT278
17894578467,7898079897,107217,159225,45984195141, qydt482,Current_timestamp  , 147kc325,  SAP15707, 57SAT279
17894578468,7898079898,107218,159226,45984195142, qydt483,Current_timestamp  , 147kc326,  SAP15708, 57SAT280
17894578469,7898079899,107219,159227,45984195143, qydt484,Current_timestamp  , 147kc327,  SAP15709, 57SAT281
17894578470,7898079900,107220,159228,45984195144, qydt485,Current_timestamp  , 147kc328,  SAP15710, 57SAT282
17894578471,7898079901,107221,159229,45984195145, qydt486,Current_timestamp  , 147kc329,  SAP15711, 57SAT283
17894578472,7898079902,107222,159230,45984195146, qydt487,Current_timestamp  , 147kc330,  SAP15712, 57SAT284
17894578473,7898079903,107223,159231,45984195147, qydt488,Current_timestamp  , 147kc331,  SAP15713, 57SAT285
17894578474,7898079904,107224,159232,45984195148, qydt489,Current_timestamp  , 147kc332,  SAP15714, 57SAT286
17894578475,7898079905,107225,159233,45984195149, qydt490,Current_timestamp  , 147kc333,  SAP15715, 57SAT287
17894578476,7898079906,107226,159234,45984195150, qydt491,Current_timestamp  , 147kc334,  SAP15716, 57SAT288
17894578477,7898079907,107227,159235,45984195151, qydt492,Current_timestamp  , 147kc335,  SAP15717, 57SAT289
17894578478,7898079908,107228,159236,45984195152, qydt493,Current_timestamp  , 147kc336,  SAP15718, 57SAT290
17894578479,7898079909,107229,159237,45984195153, qydt494,Current_timestamp  , 147kc337,  SAP15719, 57SAT291
17894578480,7898079910,107230,159238,45984195154, qydt495,Current_timestamp  , 147kc338,  SAP15720, 57SAT292
17894578481,7898079911,107231,159239,45984195155, qydt496,Current_timestamp  , 147kc339,  SAP15721, 57SAT293
17894578482,7898079912,107232,159240,45984195156, qydt497,Current_timestamp  , 147kc340,  SAP15722, 57SAT294
17894578483,7898079913,107233,159241,45984195157, qydt498,Current_timestamp  , 147kc341,  SAP15723, 57SAT295
17894578484,7898079914,107234,159242,45984195158, qydt499,Current_timestamp  , 147kc342,  SAP15724, 57SAT296
17894578485,7898079915,107235,159243,45984195159, qydt500,Current_timestamp  , 147kc343,  SAP15725, 57SAT297
17894578486,7898079916,107236,159244,45984195160, qydt501,Current_timestamp  , 147kc344,  SAP15726, 57SAT298
17894578487,7898079917,107237,159245,45984195161, qydt502,Current_timestamp  , 147kc345,  SAP15727, 57SAT299
17894578488,7898079918,107238,159246,45984195162, qydt503,Current_timestamp  , 147kc346,  SAP15728, 57SAT300
17894578489,7898079919,107239,159247,45984195163, qydt504,Current_timestamp  , 147kc347,  SAP15729, 57SAT301
17894578490,7898079920,107240,159248,45984195164, qydt505,Current_timestamp  , 147kc348,  SAP15730, 57SAT302
17894578491,7898079921,107241,159249,45984195165, qydt506,Current_timestamp  , 147kc349,  SAP15731, 57SAT303
17894578492,7898079922,107242,159250,45984195166, qydt507,Current_timestamp  , 147kc350,  SAP15732, 57SAT304
17894578493,7898079923,107243,159251,45984195167, qydt508,Current_timestamp  , 147kc351,  SAP15733, 57SAT305
17894578494,7898079924,107244,159252,45984195168, qydt509,Current_timestamp  , 147kc352,  SAP15734, 57SAT306
17894578495,7898079925,107245,159253,45984195169, qydt510,Current_timestamp  , 147kc353,  SAP15735, 57SAT307
17894578496,7898079926,107246,159254,45984195170, qydt511,Current_timestamp  , 147kc354,  SAP15736, 57SAT308
17894578497,7898079927,107247,159255,45984195171, qydt512,Current_timestamp  , 147kc355,  SAP15737, 57SAT309
17894578498,7898079928,107248,159256,45984195172, qydt513,Current_timestamp  , 147kc356,  SAP15738, 57SAT310
17894578499,7898079929,107249,159257,45984195173, qydt514,Current_timestamp  , 147kc357,  SAP15739, 57SAT311
17894578500,7898079930,107250,159258,45984195174, qydt515,Current_timestamp  , 147kc358,  SAP15740, 57SAT312
17894578501,7898079931,107251,159259,45984195175, qydt516,Current_timestamp  , 147kc359,  SAP15741, 57SAT313
17894578502,7898079932,107252,159260,45984195176, qydt517,Current_timestamp  , 147kc360,  SAP15742, 57SAT314
17894578503,7898079933,107253,159261,45984195177, qydt518,Current_timestamp  , 147kc361,  SAP15743, 57SAT315
17894578504,7898079934,107254,159262,45984195178, qydt519,Current_timestamp  , 147kc362,  SAP15744, 57SAT316
17894578505,7898079935,107255,159263,45984195179, qydt520,Current_timestamp  , 147kc363,  SAP15745, 57SAT317
17894578506,7898079936,107256,159264,45984195180, qydt521,Current_timestamp  , 147kc364,  SAP15746, 57SAT318
17894578507,7898079937,107257,159265,45984195181, qydt522,Current_timestamp  , 147kc365,  SAP15747, 57SAT319
17894578508,7898079938,107258,159266,45984195182, qydt523,Current_timestamp  , 147kc366,  SAP15748, 57SAT320
17894578509,7898079939,107259,159267,45984195183, qydt524,Current_timestamp  , 147kc367,  SAP15749, 57SAT321
17894578510,7898079940,107260,159268,45984195184, qydt525,Current_timestamp  , 147kc368,  SAP15750, 57SAT322
17894578511,7898079941,107261,159269,45984195185, qydt526,Current_timestamp  , 147kc369,  SAP15751, 57SAT323
17894578512,7898079942,107262,159270,45984195186, qydt527,Current_timestamp  , 147kc370,  SAP15752, 57SAT324
17894578513,7898079943,107263,159271,45984195187, qydt528,Current_timestamp  , 147kc371,  SAP15753, 57SAT325
17894578514,7898079944,107264,159272,45984195188, qydt529,Current_timestamp  , 147kc372,  SAP15754, 57SAT326
17894578515,7898079945,107265,159273,45984195189, qydt530,Current_timestamp  , 147kc373,  SAP15755, 57SAT327
17894578516,7898079946,107266,159274,45984195190, qydt531,Current_timestamp  , 147kc374,  SAP15756, 57SAT328
17894578517,7898079947,107267,159275,45984195191, qydt532,Current_timestamp  , 147kc375,  SAP15757, 57SAT329
17894578518,7898079948,107268,159276,45984195192, qydt533,Current_timestamp  , 147kc376,  SAP15758, 57SAT330
17894578519,7898079949,107269,159277,45984195193, qydt534,Current_timestamp  , 147kc377,  SAP15759, 57SAT331
17894578520,7898079950,107270,159278,45984195194, qydt535,Current_timestamp  , 147kc378,  SAP15760, 57SAT332
17894578521,7898079951,107271,159279,45984195195, qydt536,Current_timestamp  , 147kc379,  SAP15761, 57SAT333
17894578522,7898079952,107272,159280,45984195196, qydt537,Current_timestamp  , 147kc380,  SAP15762, 57SAT334
17894578523,7898079953,107273,159281,45984195197, qydt538,Current_timestamp  , 147kc381,  SAP15763, 57SAT335
17894578524,7898079954,107274,159282,45984195198, qydt539,Current_timestamp  , 147kc382,  SAP15764, 57SAT336
17894578525,7898079955,107275,159283,45984195199, qydt540,Current_timestamp  , 147kc383,  SAP15765, 57SAT337
17894578526,7898079956,107276,159284,45984195200, qydt541,Current_timestamp  , 147kc384,  SAP15766, 57SAT338
17894578527,7898079957,107277,159285,45984195201, qydt542,Current_timestamp  , 147kc385,  SAP15767, 57SAT339
17894578528,7898079958,107278,159286,45984195202, qydt543,Current_timestamp  , 147kc386,  SAP15768, 57SAT340
17894578529,7898079959,107279,159287,45984195203, qydt544,Current_timestamp  , 147kc387,  SAP15769, 57SAT341
17894578530,7898079960,107280,159288,45984195204, qydt545,Current_timestamp  , 147kc388,  SAP15770, 57SAT342
17894578531,7898079961,107281,159289,45984195205, qydt546,Current_timestamp  , 147kc389,  SAP15771, 57SAT343
17894578532,7898079962,107282,159290,45984195206, qydt547,Current_timestamp  , 147kc390,  SAP15772, 57SAT344
17894578533,7898079963,107283,159291,45984195207, qydt548,Current_timestamp  , 147kc391,  SAP15773, 57SAT345
17894578534,7898079964,107284,159292,45984195208, qydt549,Current_timestamp  , 147kc392,  SAP15774, 57SAT346
17894578535,7898079965,107285,159293,45984195209, qydt550,Current_timestamp  , 147kc393,  SAP15775, 57SAT347
17894578536,7898079966,107286,159294,45984195210, qydt551,Current_timestamp  , 147kc394,  SAP15776, 57SAT348
17894578537,7898079967,107287,159295,45984195211, qydt552,Current_timestamp  , 147kc395,  SAP15777, 57SAT349
17894578538,7898079968,107288,159296,45984195212, qydt553,Current_timestamp  , 147kc396,  SAP15778, 57SAT350
17894578539,7898079969,107289,159297,45984195213, qydt554,Current_timestamp  , 147kc397,  SAP15779, 57SAT351
17894578540,7898079970,107290,159298,45984195214, qydt555,Current_timestamp  , 147kc398,  SAP15780, 57SAT352
17894578541,7898079971,107291,159299,45984195215, qydt556,Current_timestamp  , 147kc399,  SAP15781, 57SAT353
17894578542,7898079972,107292,159300,45984195216, qydt557,Current_timestamp  , 147kc400,  SAP15782, 57SAT354
17894578543,7898079973,107293,159301,45984195217, qydt558,Current_timestamp  , 147kc401,  SAP15783, 57SAT355
17894578544,7898079974,107294,159302,45984195218, qydt559,Current_timestamp  , 147kc402,  SAP15784, 57SAT356
17894578545,7898079975,107295,159303,45984195219, qydt560,Current_timestamp  , 147kc403,  SAP15785, 57SAT357
17894578546,7898079976,107296,159304,45984195220, qydt561,Current_timestamp  , 147kc404,  SAP15786, 57SAT358
17894578547,7898079977,107297,159305,45984195221, qydt562,Current_timestamp  , 147kc405,  SAP15787, 57SAT359
17894578548,7898079978,107298,159306,45984195222, qydt563,Current_timestamp  , 147kc406,  SAP15788, 57SAT360
17894578549,7898079979,107299,159307,45984195223, qydt564,Current_timestamp  , 147kc407,  SAP15789, 57SAT361
17894578550,7898079980,107300,159308,45984195224, qydt565,Current_timestamp  , 147kc408,  SAP15790, 57SAT362
17894578551,7898079981,107301,159309,45984195225, qydt566,Current_timestamp  , 147kc409,  SAP15791, 57SAT363
17894578552,7898079982,107302,159310,45984195226, qydt567,Current_timestamp  , 147kc410,  SAP15792, 57SAT364
17894578553,7898079983,107303,159311,45984195227, qydt568,Current_timestamp  , 147kc411,  SAP15793, 57SAT365
17894578554,7898079984,107304,159312,45984195228, qydt569,Current_timestamp  , 147kc412,  SAP15794, 57SAT366
17894578555,7898079985,107305,159313,45984195229, qydt570,Current_timestamp  , 147kc413,  SAP15795, 57SAT367
17894578556,7898079986,107306,159314,45984195230, qydt571,Current_timestamp  , 147kc414,  SAP15796, 57SAT368
17894578557,7898079987,107307,159315,45984195231, qydt572,Current_timestamp  , 147kc415,  SAP15797, 57SAT369
17894578558,7898079988,107308,159316,45984195232, qydt573,Current_timestamp  , 147kc416,  SAP15798, 57SAT370
17894578559,7898079989,107309,159317,45984195233, qydt574,Current_timestamp  , 147kc417,  SAP15799, 57SAT371
17894578560,7898079990,107310,159318,45984195234, qydt575,Current_timestamp  , 147kc418,  SAP15800, 57SAT372
17894578561,7898079991,107311,159319,45984195235, qydt576,Current_timestamp  , 147kc419,  SAP15801, 57SAT373
17894578562,7898079992,107312,159320,45984195236, qydt577,Current_timestamp  , 147kc420,  SAP15802, 57SAT374
17894578563,7898079993,107313,159321,45984195237, qydt578,Current_timestamp  , 147kc421,  SAP15803, 57SAT375
17894578564,7898079994,107314,159322,45984195238, qydt579,Current_timestamp  , 147kc422,  SAP15804, 57SAT376
17894578565,7898079995,107315,159323,45984195239, qydt580,Current_timestamp  , 147kc423,  SAP15805, 57SAT377
17894578566,7898079996,107316,159324,45984195240, qydt581,Current_timestamp  , 147kc424,  SAP15806, 57SAT378
17894578567,7898079997,107317,159325,45984195241, qydt582,Current_timestamp  , 147kc425,  SAP15807, 57SAT379
17894578568,7898079998,107318,159326,45984195242, qydt583,Current_timestamp  , 147kc426,  SAP15808, 57SAT380
17894578569,7898079999,107319,159327,45984195243, qydt584,Current_timestamp  , 147kc427,  SAP15809, 57SAT381
17894578570,7898080000,107320,159328,45984195244, qydt585,Current_timestamp  , 147kc428,  SAP15810, 57SAT382
17894578571,7898080001,107321,159329,45984195245, qydt586,Current_timestamp  , 147kc429,  SAP15811, 57SAT383
17894578572,7898080002,107322,159330,45984195246, qydt587,Current_timestamp  , 147kc430,  SAP15812, 57SAT384
17894578573,7898080003,107323,159331,45984195247, qydt588,Current_timestamp  , 147kc431,  SAP15813, 57SAT385
17894578574,7898080004,107324,159332,45984195248, qydt589,Current_timestamp  , 147kc432,  SAP15814, 57SAT386
17894578575,7898080005,107325,159333,45984195249, qydt590,Current_timestamp  , 147kc433,  SAP15815, 57SAT387
17894578576,7898080006,107326,159334,45984195250, qydt591,Current_timestamp  , 147kc434,  SAP15816, 57SAT388
17894578577,7898080007,107327,159335,45984195251, qydt592,Current_timestamp  , 147kc435,  SAP15817, 57SAT389
17894578578,7898080008,107328,159336,45984195252, qydt593,Current_timestamp  , 147kc436,  SAP15818, 57SAT390
17894578579,7898080009,107329,159337,45984195253, qydt594,Current_timestamp  , 147kc437,  SAP15819, 57SAT391
17894578580,7898080010,107330,159338,45984195254, qydt595,Current_timestamp  , 147kc438,  SAP15820, 57SAT392
17894578581,7898080011,107331,159339,45984195255, qydt596,Current_timestamp  , 147kc439,  SAP15821, 57SAT393
17894578582,7898080012,107332,159340,45984195256, qydt597,Current_timestamp  , 147kc440,  SAP15822, 57SAT394
17894578583,7898080013,107333,159341,45984195257, qydt598,Current_timestamp  , 147kc441,  SAP15823, 57SAT395
17894578584,7898080014,107334,159342,45984195258, qydt599,Current_timestamp  , 147kc442,  SAP15824, 57SAT396
17894578585,7898080015,107335,159343,45984195259, qydt600,Current_timestamp  , 147kc443,  SAP15825, 57SAT397
17894578586,7898080016,107336,159344,45984195260, qydt601,Current_timestamp  , 147kc444,  SAP15826, 57SAT398
17894578587,7898080017,107337,159345,45984195261, qydt602,Current_timestamp  , 147kc445,  SAP15827, 57SAT399
17894578588,7898080018,107338,159346,45984195262, qydt603,Current_timestamp  , 147kc446,  SAP15828, 57SAT400
17894578589,7898080019,107339,159347,45984195263, qydt604,Current_timestamp  , 147kc447,  SAP15829, 57SAT401
17894578590,7898080020,107340,159348,45984195264, qydt605,Current_timestamp  , 147kc448,  SAP15830, 57SAT402
17894578591,7898080021,107341,159349,45984195265, qydt606,Current_timestamp  , 147kc449,  SAP15831, 57SAT403
17894578592,7898080022,107342,159350,45984195266, qydt607,Current_timestamp  , 147kc450,  SAP15832, 57SAT404
17894578593,7898080023,107343,159351,45984195267, qydt608,Current_timestamp  , 147kc451,  SAP15833, 57SAT405
17894578594,7898080024,107344,159352,45984195268, qydt609,Current_timestamp  , 147kc452,  SAP15834, 57SAT406
17894578595,7898080025,107345,159353,45984195269, qydt610,Current_timestamp  , 147kc453,  SAP15835, 57SAT407
17894578596,7898080026,107346,159354,45984195270, qydt611,Current_timestamp  , 147kc454,  SAP15836, 57SAT408
17894578597,7898080027,107347,159355,45984195271, qydt612,Current_timestamp  , 147kc455,  SAP15837, 57SAT409
17894578598,7898080028,107348,159356,45984195272, qydt613,Current_timestamp  , 147kc456,  SAP15838, 57SAT410
17894578599,7898080029,107349,159357,45984195273, qydt614,Current_timestamp  , 147kc457,  SAP15839, 57SAT411
17894578600,7898080030,107350,159358,45984195274, qydt615,Current_timestamp  , 147kc458,  SAP15840, 57SAT412
17894578601,7898080031,107351,159359,45984195275, qydt616,Current_timestamp  , 147kc459,  SAP15841, 57SAT413
17894578602,7898080032,107352,159360,45984195276, qydt617,Current_timestamp  , 147kc460,  SAP15842, 57SAT414
17894578603,7898080033,107353,159361,45984195277, qydt618,Current_timestamp  , 147kc461,  SAP15843, 57SAT415
17894578604,7898080034,107354,159362,45984195278, qydt619,Current_timestamp  , 147kc462,  SAP15844, 57SAT416
17894578605,7898080035,107355,159363,45984195279, qydt620,Current_timestamp  , 147kc463,  SAP15845, 57SAT417
17894578606,7898080036,107356,159364,45984195280, qydt621,Current_timestamp  , 147kc464,  SAP15846, 57SAT418
17894578607,7898080037,107357,159365,45984195281, qydt622,Current_timestamp  , 147kc465,  SAP15847, 57SAT419
17894578608,7898080038,107358,159366,45984195282, qydt623,Current_timestamp  , 147kc466,  SAP15848, 57SAT420
17894578609,7898080039,107359,159367,45984195283, qydt624,Current_timestamp  , 147kc467,  SAP15849, 57SAT421
17894578610,7898080040,107360,159368,45984195284, qydt625,Current_timestamp  , 147kc468,  SAP15850, 57SAT422
17894578611,7898080041,107361,159369,45984195285, qydt626,Current_timestamp  , 147kc469,  SAP15851, 57SAT423
17894578612,7898080042,107362,159370,45984195286, qydt627,Current_timestamp  , 147kc470,  SAP15852, 57SAT424
17894578613,7898080043,107363,159371,45984195287, qydt628,Current_timestamp  , 147kc471,  SAP15853, 57SAT425
17894578614,7898080044,107364,159372,45984195288, qydt629,Current_timestamp  , 147kc472,  SAP15854, 57SAT426
17894578615,7898080045,107365,159373,45984195289, qydt630,Current_timestamp  , 147kc473,  SAP15855, 57SAT427
17894578616,7898080046,107366,159374,45984195290, qydt631,Current_timestamp  , 147kc474,  SAP15856, 57SAT428
17894578617,7898080047,107367,159375,45984195291, qydt632,Current_timestamp  , 147kc475,  SAP15857, 57SAT429
17894578618,7898080048,107368,159376,45984195292, qydt633,Current_timestamp  , 147kc476,  SAP15858, 57SAT430
17894578619,7898080049,107369,159377,45984195293, qydt634,Current_timestamp  , 147kc477,  SAP15859, 57SAT431
17894578620,7898080050,107370,159378,45984195294, qydt635,Current_timestamp  , 147kc478,  SAP15860, 57SAT432
17894578621,7898080051,107371,159379,45984195295, qydt636,Current_timestamp  , 147kc479,  SAP15861, 57SAT433
17894578622,7898080052,107372,159380,45984195296, qydt637,Current_timestamp  , 147kc480,  SAP15862, 57SAT434
17894578623,7898080053,107373,159381,45984195297, qydt638,Current_timestamp  , 147kc481,  SAP15863, 57SAT435
17894578624,7898080054,107374,159382,45984195298, qydt639,Current_timestamp  , 147kc482,  SAP15864, 57SAT436
17894578625,7898080055,107375,159383,45984195299, qydt640,Current_timestamp  , 147kc483,  SAP15865, 57SAT437
17894578626,7898080056,107376,159384,45984195300, qydt641,Current_timestamp  , 147kc484,  SAP15866, 57SAT438
17894578627,7898080057,107377,159385,45984195301, qydt642,Current_timestamp  , 147kc485,  SAP15867, 57SAT439
17894578628,7898080058,107378,159386,45984195302, qydt643,Current_timestamp  , 147kc486,  SAP15868, 57SAT440
17894578629,7898080059,107379,159387,45984195303, qydt644,Current_timestamp  , 147kc487,  SAP15869, 57SAT441
17894578630,7898080060,107380,159388,45984195304, qydt645,Current_timestamp  , 147kc488,  SAP15870, 57SAT442
17894578631,7898080061,107381,159389,45984195305, qydt646,Current_timestamp  , 147kc489,  SAP15871, 57SAT443
17894578632,7898080062,107382,159390,45984195306, qydt647,Current_timestamp  , 147kc490,  SAP15872, 57SAT444
17894578633,7898080063,107383,159391,45984195307, qydt648,Current_timestamp  , 147kc491,  SAP15873, 57SAT445
17894578634,7898080064,107384,159392,45984195308, qydt649,Current_timestamp  , 147kc492,  SAP15874, 57SAT446
17894578635,7898080065,107385,159393,45984195309, qydt650,Current_timestamp  , 147kc493,  SAP15875, 57SAT447
17894578636,7898080066,107386,159394,45984195310, qydt651,Current_timestamp  , 147kc494,  SAP15876, 57SAT448
17894578637,7898080067,107387,159395,45984195311, qydt652,Current_timestamp  , 147kc495,  SAP15877, 57SAT449
17894578638,7898080068,107388,159396,45984195312, qydt653,Current_timestamp  , 147kc496,  SAP15878, 57SAT450
17894578639,7898080069,107389,159397,45984195313, qydt654,Current_timestamp  , 147kc497,  SAP15879, 57SAT451
17894578640,7898080070,107390,159398,45984195314, qydt655,Current_timestamp  , 147kc498,  SAP15880, 57SAT452
17894578641,7898080071,107391,159399,45984195315, qydt656,Current_timestamp  , 147kc499,  SAP15881, 57SAT453
17894578642,7898080072,107392,159400,45984195316, qydt657,Current_timestamp  , 147kc500,  SAP15882, 57SAT454
17894578643,7898080073,107393,159401,45984195317, qydt658,Current_timestamp  , 147kc501,  SAP15883, 57SAT455
17894578644,7898080074,107394,159402,45984195318, qydt659,Current_timestamp  , 147kc502,  SAP15884, 57SAT456
17894578645,7898080075,107395,159403,45984195319, qydt660,Current_timestamp  , 147kc503,  SAP15885, 57SAT457
17894578646,7898080076,107396,159404,45984195320, qydt661,Current_timestamp  , 147kc504,  SAP15886, 57SAT458
17894578647,7898080077,107397,159405,45984195321, qydt662,Current_timestamp  , 147kc505,  SAP15887, 57SAT459
17894578648,7898080078,107398,159406,45984195322, qydt663,Current_timestamp  , 147kc506,  SAP15888, 57SAT460
17894578649,7898080079,107399,159407,45984195323, qydt664,Current_timestamp  , 147kc507,  SAP15889, 57SAT461
17894578650,7898080080,107400,159408,45984195324, qydt665,Current_timestamp  , 147kc508,  SAP15890, 57SAT462
17894578651,7898080081,107401,159409,45984195325, qydt666,Current_timestamp  , 147kc509,  SAP15891, 57SAT463
17894578652,7898080082,107402,159410,45984195326, qydt667,Current_timestamp  , 147kc510,  SAP15892, 57SAT464
17894578653,7898080083,107403,159411,45984195327, qydt668,Current_timestamp  , 147kc511,  SAP15893, 57SAT465
17894578654,7898080084,107404,159412,45984195328, qydt669,Current_timestamp  , 147kc512,  SAP15894, 57SAT466
17894578655,7898080085,107405,159413,45984195329, qydt670,Current_timestamp  , 147kc513,  SAP15895, 57SAT467
17894578656,7898080086,107406,159414,45984195330, qydt671,Current_timestamp  , 147kc514,  SAP15896, 57SAT468
17894578657,7898080087,107407,159415,45984195331, qydt672,Current_timestamp  , 147kc515,  SAP15897, 57SAT469
17894578658,7898080088,107408,159416,45984195332, qydt673,Current_timestamp  , 147kc516,  SAP15898, 57SAT470
17894578659,7898080089,107409,159417,45984195333, qydt674,Current_timestamp  , 147kc517,  SAP15899, 57SAT471
17894578660,7898080090,107410,159418,45984195334, qydt675,Current_timestamp  , 147kc518,  SAP15900, 57SAT472
17894578661,7898080091,107411,159419,45984195335, qydt676,Current_timestamp  , 147kc519,  SAP15901, 57SAT473
17894578662,7898080092,107412,159420,45984195336, qydt677,Current_timestamp  , 147kc520,  SAP15902, 57SAT474
17894578663,7898080093,107413,159421,45984195337, qydt678,Current_timestamp  , 147kc521,  SAP15903, 57SAT475
17894578664,7898080094,107414,159422,45984195338, qydt679,Current_timestamp  , 147kc522,  SAP15904, 57SAT476
17894578665,7898080095,107415,159423,45984195339, qydt680,Current_timestamp  , 147kc523,  SAP15905, 57SAT477
17894578666,7898080096,107416,159424,45984195340, qydt681,Current_timestamp  , 147kc524,  SAP15906, 57SAT478
17894578667,7898080097,107417,159425,45984195341, qydt682,Current_timestamp  , 147kc525,  SAP15907, 57SAT479
17894578668,7898080098,107418,159426,45984195342, qydt683,Current_timestamp  , 147kc526,  SAP15908, 57SAT480
17894578669,7898080099,107419,159427,45984195343, qydt684,Current_timestamp  , 147kc527,  SAP15909, 57SAT481
17894578670,7898080100,107420,159428,45984195344, qydt685,Current_timestamp  , 147kc528,  SAP15910, 57SAT482
17894578671,7898080101,107421,159429,45984195345, qydt686,Current_timestamp  , 147kc529,  SAP15911, 57SAT483
17894578672,7898080102,107422,159430,45984195346, qydt687,Current_timestamp  , 147kc530,  SAP15912, 57SAT484
17894578673,7898080103,107423,159431,45984195347, qydt688,Current_timestamp  , 147kc531,  SAP15913, 57SAT485
17894578674,7898080104,107424,159432,45984195348, qydt689,Current_timestamp  , 147kc532,  SAP15914, 57SAT486
17894578675,7898080105,107425,159433,45984195349, qydt690,Current_timestamp  , 147kc533,  SAP15915, 57SAT487
17894578676,7898080106,107426,159434,45984195350, qydt691,Current_timestamp  , 147kc534,  SAP15916, 57SAT488
17894578677,7898080107,107427,159435,45984195351, qydt692,Current_timestamp  , 147kc535,  SAP15917, 57SAT489
17894578678,7898080108,107428,159436,45984195352, qydt693,Current_timestamp  , 147kc536,  SAP15918, 57SAT490
17894578679,7898080109,107429,159437,45984195353, qydt694,Current_timestamp  , 147kc537,  SAP15919, 57SAT491
17894578680,7898080110,107430,159438,45984195354, qydt695,Current_timestamp  , 147kc538,  SAP15920, 57SAT492
17894578681,7898080111,107431,159439,45984195355, qydt696,Current_timestamp  , 147kc539,  SAP15921, 57SAT493
17894578682,7898080112,107432,159440,45984195356, qydt697,Current_timestamp  , 147kc540,  SAP15922, 57SAT494
17894578683,7898080113,107433,159441,45984195357, qydt698,Current_timestamp  , 147kc541,  SAP15923, 57SAT495
